"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","62.5","40.4336013793945","154","13.951","5.81700000000001","0","2.60930195419968","0.779751115187667","8.881033644",
"1/2/1979","62.5","40.4336013793945","154","12.85","4.77499999999998","0","2.11774463772835","0.776146979699753","8.52462612",
"1/3/1979","62.5","40.4336013793945","154","13.333","4.346","0","2.43310958204076","0.731471733840573","8.965351008",
"1/4/1979","62.5","40.4336013793945","154","15.106","6.41300000000001","0","3.22513333623563","0.676704095806308","8.94352122",
"1/5/1979","62.5","40.4336013793945","154","15.367","8.06599999999997","0.0102996864","4.6496545169838","0.559391012105984","9.055067436",
"1/6/1979","62.5","40.4336013793945","154","6.60599999999999","4.22500000000002","0.6454464912","4.00109279453256","0.691553918232625","1.82503152",
"1/7/1979","62.5","40.4336013793945","154","7.86599999999999","4.154","7.0981970544","2.30665468284754","0.836363324941867","4.060466298",
"1/8/1979","62.5","40.4336013793945","154","4.86200000000002","-4.68599999999998","3.59287416","3.91632043269285","0.799833306447305","8.250075432",
"1/9/1979","62.5","40.4336013793945","154","-1.67599999999999","-5.07799999999997","0.1579284504","1.73223425124486","0.524175959500623","6.12776178",
"1/10/1979","62.5","40.4336013793945","154","-0.904999999999973","-6.95100000000002","0","2.73772055222594","0.397407342400942","9.661950432",
"1/11/1979","62.5","40.4336013793945","154","0.622000000000014","-4.053","0.1098632304","4.26207455354808","0.486902673899367","3.166593192",
"1/12/1979","62.5","40.4336013793945","154","1.363","-1.30799999999999","0.0034332264","4.43785313485325","0.381451389785195","5.298582024",
"1/13/1979","62.5","40.4336013793945","154","3.10700000000003","-1.82299999999998","0","2.06541699956549","0.444473325051775","9.478858968",
"1/14/1979","62.5","40.4336013793945","154","3.238","-2.54899999999998","0","1.65163372122672","0.535054262767018","9.6438348",
"1/15/1979","62.5","40.4336013793945","154","3.01600000000002","-1.59800000000001","0.2197264824","1.93729998012294","0.862356672975983","3.463200828",
"1/16/1979","62.5","40.4336013793945","154","3.12599999999998","-0.940999999999974","1.46083824","3.22162286139572","0.81959370387827","3.301540452",
"1/17/1979","62.5","40.4336013793945","154","-0.884999999999991","-5.96600000000001","1.0660173984","3.95348928459116","0.491580352307156","10.4792049",
"1/18/1979","62.5","40.4336013793945","154","-1.44499999999999","-8.21300000000002","0","2.28409679103495","0.451145593302504","10.33171398",
"1/19/1979","62.5","40.4336013793945","154","0.961999999999989","-7.94799999999998","0","1.74736138747255","0.505364751827339","10.596204288",
"1/20/1979","62.5","40.4336013793945","154","1.87200000000001","-7.476","0","2.44749895208379","0.694909175373992","10.681819992",
"1/21/1979","62.5","40.4336013793945","154","6.51900000000001","-5.14400000000001","0","3.79734853801644","0.666482475209497","10.851243372",
"1/22/1979","62.5","40.4336013793945","154","6.56900000000002","0.543999999999983","3.4006122","2.95763007806039","0.91000033169574","6.405186888",
"1/23/1979","62.5","40.4336013793945","154","2.25400000000002","-3.62299999999999","5.8038721128","4.05705356799846","0.624205123507016","10.803371508",
"1/24/1979","62.5","40.4336013793945","154","-2.55700000000002","-4.32299999999998","13.37757336","3.54223479853656","0.814331389517348","0.892518552",
"1/25/1979","62.5","40.4336013793945","154","-3.64999999999998","-5.55700000000002","3.749086908","3.71533189367297","0.824543162755152","4.082735952",
"1/26/1979","62.5","40.4336013793945","154","-3.69900000000001","-7.03800000000001","0.883198728","2.39674836113945","0.878335841009572","8.554278168",
"1/27/1979","62.5","40.4336013793945","154","-5.70100000000002","-10.687","0.483226848","2.54690476482597","0.920513166144913","9.153001548",
"1/28/1979","62.5","40.4336013793945","154","-3.536","-11.522","0.181961064","2.12123203204015","0.929135318635091","11.12017446",
"1/29/1979","62.5","40.4336013793945","154","-5.41300000000001","-15.422","0.0034332264","1.81976479611673","0.894595166421253","12.04368606",
"1/30/1979","62.5","40.4336013793945","154","-5.577","-16.268","0.2257346304","1.92025530405549","0.924821863087237","11.529279432",
"1/31/1979","62.5","40.4336013793945","154","-0.987000000000023","-9.23000000000002","0.355339044","2.45070170172757","0.956006308552809","8.62036956",
"2/1/1979","62.5","40.4336013793945","154","1.63600000000002","-8.60599999999999","0.2162935368","2.69536129781914","0.957138434367934","11.359466388",
"2/2/1979","62.5","40.4336013793945","154","1.76999999999998","-0.944999999999993","0.230026248","3.63311429422317","0.987924963600691","8.443125468",
"2/3/1979","62.5","40.4336013793945","154","4.495","0.360000000000014","0.1656533448","3.01525727553176","0.994920357710893","8.44137864",
"2/4/1979","62.5","40.4336013793945","154","1.94999999999999","0.488999999999976","5.436515664","2.56130555783938","0.966926741018912","3.188361852",
"2/5/1979","62.5","40.4336013793945","154","3.65800000000002","-0.329000000000008","0.2712249864","0.853691691225437","0.875530731312087","5.84701848",
"2/6/1979","62.5","40.4336013793945","154","5.09500000000003","-0.819000000000017","0.0102996792","1.90820351489599","0.858223245234788","12.15134964",
"2/7/1979","62.5","40.4336013793945","154","11.161","-0.160000000000025","0.0034332264","3.5927677573475","0.885705631465354","12.01651092",
"2/8/1979","62.5","40.4336013793945","154","13.239","1.91000000000003","0","2.30958230941719","0.86874860088129","12.45588444",
"2/9/1979","62.5","40.4336013793945","154","15.609","7.19499999999999","0.064373004","3.44417366376368","0.837463467418324","11.8139076",
"2/10/1979","62.5","40.4336013793945","154","7.12099999999998","0.375","0.2068520328","2.75066673680903","0.738168114076413","9.68343912",
"2/11/1979","62.5","40.4336013793945","154","13.344","2.05599999999998","0.0909807048","2.07673939413832","0.883508149103034","10.61240688",
"2/12/1979","62.5","40.4336013793945","154","9.26299999999998","6.69","24.55787232","3.61101264504511","0.949113236159671","1.304718228",
"2/13/1979","62.5","40.4336013793945","154","6.71100000000001","0.454999999999984","0.2042771832","3.23143838178234","0.723512649780319","13.54241268",
